Customer_ID,Customer_Name,Gender,Age,City,Region,Product,Quantity,Unit_Price,Sales_Amount,Discount_Percent,Purchase_Date
CUST1247,Krista Martinez,Female,41,Christinaland,North,Tablet,5,1507.27,7536.35,9.65,2025-06-03
CUST1248,Leslie Carpenter,Other,60,Lake Claudia,East,Mobile,2,1554.43,3108.86,1.77,2026-04-09
CUST1249,Sarah Elliott,Male,52,North Brandonshire,West,Camera,6,1636.34,9818.04,19.14,2024-11-30
CUST1250,Pamela Butler,Female,29,South Pamelaside,North,Tablet,3,173.05,519.15,8.06,2024-12-19
CUST1251,Elizabeth Sanchez,Female,68,Evansland,East,Smartwatch,4,1777.29,7109.16,15.93,2025-10-25
CUST1252,Jeffrey Washington,Male,70,West Catherine,South,Tablet,9,973.13,8758.17,14.28,2025-01-06
CUST1253,Emma Travis,Female,67,Theresaberg,East,Laptop,1,1738.31,1738.31,31.97,2025-12-20
CUST1254,Justin Flores,Female,45,Martinezmouth,East,Mobile,7,1499.45,10496.15,19.85,2024-11-17
CUST1255,Anthony Dougherty,Other,49,Wrightburgh,East,Laptop,6,1852.41,11114.46,29.08,2026-01-30
CUST1256,Kenneth Edwards,Male,23,South Wendy,East,Tablet,7,1224.78,8573.46,4.1,2025-05-06
CUST1257,Mr. Alexander Landry MD,Other,38,East Brandy,West,Mobile,5,647.67,3238.35,27.59,2024-06-15
CUST1258,Johnny Khan,Female,40,Mitchelltown,West,Tablet,8,132.59,1060.72,25.58,2026-02-26
CUST1259,Cesar Baker,Other,68,Kathrynstad,West,Tablet,1,196.33,196.33,20.52,2024-06-13
CUST1260,Kelly Lee,Male,65,Charleshaven,West,Laptop,3,1907.94,5723.82,5.05,2025-04-23
CUST1261,Diana Hays,Other,33,East Theresafurt,North,Smartwatch,6,756.19,4537.14,6.14,2025-02-22
CUST1262,Gina Mcmillan,Male,46,East Carrie,South,Smartwatch,6,775.43,4652.58,14.68,2025-03-16
CUST1263,Amber Taylor,Male,38,Lindahaven,North,Camera,5,536.74,2683.7,7.44,2025-04-28
CUST1264,Steven Taylor,Male,51,Franciscoport,East,Tablet,7,1831.41,12819.87,28.16,2025-08-13
CUST1265,Ronald Patel,Female,31,Thomastown,South,Laptop,10,606.87,6068.7,5.43,2025-02-19
CUST1266,Brian Butler,Other,22,Lauratown,West,Laptop,8,386.68,3093.44,32.42,2025-08-15
CUST1267,Walter Patton,Other,38,Lake Brett,East,Tablet,6,1433.6,8601.6,34.05,2025-05-17
CUST1268,Mark Harvey,Other,63,Hernandezbury,South,Laptop,3,1597.71,4793.13,39.41,2024-06-02
CUST1269,Melody Lee,Female,68,Edwardsberg,North,Tablet,3,511.64,1534.92,22.16,2025-03-25
CUST1270,Jennifer Hampton,Other,41,Salaston,South,Smartwatch,8,1617.14,12937.12,35.37,2025-11-08
CUST1271,Daniel Nguyen,Other,22,Foxmouth,West,Smartwatch,5,826.41,4132.05,16.43,2024-09-20
CUST1272,Joseph Payne,Female,44,Chelseaborough,North,Headphones,10,193.81,1938.1,18.63,2024-11-16
CUST1273,Edwin David,Other,51,Kellieborough,South,Mobile,6,300.25,1801.5,17.3,2025-10-27
CUST1274,Emily Bailey,Female,21,Keithshire,South,Mobile,2,1060.3,2120.6,12.91,2025-10-16
CUST1275,Stephanie Foster,Other,63,Stephanieberg,East,Laptop,4,724.75,2899.0,10.02,2024-12-20
CUST1276,Tyler Miller,Other,58,Douglasfort,East,Smartwatch,9,585.18,5266.62,21.34,2024-10-22
CUST1277,Joshua Fitzpatrick,Other,50,Derrickshire,South,Mobile,3,1204.03,3612.09,26.35,2024-11-10
CUST1278,Michael Schmidt,Other,64,North Craig,North,Laptop,10,708.36,7083.6,3.25,2025-01-20
CUST1279,Ashlee Townsend,Male,59,New Tiffanyburgh,West,Smartwatch,10,566.08,5660.8,25.56,2025-03-21
CUST1280,Shirley Alvarez,Female,49,Port Tamara,West,Mobile,9,614.86,5533.74,32.19,2025-01-13
CUST1281,Anthony Mack,Male,61,New Joanne,North,Mobile,7,630.0,4410.0,17.58,2026-02-28
CUST1282,Susan Thompson,Other,48,North Wendy,South,Tablet,8,447.84,3582.72,34.46,2025-03-13
CUST1283,Charlotte Curry,Male,38,Nancytown,East,Smartwatch,6,1951.98,11711.88,22.47,2024-12-26
CUST1284,Ashley Bird,Female,38,Shawnside,West,Mobile,4,959.62,3838.48,5.64,2025-06-20
CUST1285,Todd Rosales MD,Other,21,Port Daniel,West,Mobile,5,1893.5,9467.5,38.51,2024-09-12
CUST1286,Mariah Higgins,Other,28,Lake Matthewport,East,Mobile,6,1870.82,11224.92,30.52,2025-07-24
CUST1287,Cheryl Carr,Female,49,Wilcoxhaven,West,Laptop,9,960.29,8642.61,3.6,2025-01-18
CUST1288,Michael Lopez,Male,43,South Marcus,South,Smartwatch,9,941.6,8474.4,14.12,2024-11-17
CUST1289,James Griffin,Other,21,Stephanieport,West,Tablet,5,1015.04,5075.2,21.47,2025-08-04
CUST1084,Larry Stuart,Other,19,Port Loriport,West,Camera,7,705.45,4938.15,6.6,2024-07-31
CUST1258,Johnny Khan,Female,40,Mitchelltown,West,Tablet,8,132.59,1060.72,25.58,2026-02-26
CUST1045,Amber Walters,Female,50,Bradleymouth,North,Mobile,5,308.29,1541.45,14.78,2025-12-28
CUST1175,Michael Parker,Other,68,Michaelburgh,South,Smartwatch,10,450.15,4501.5,8.64,2026-03-15
CUST1143,Mary Massey,Female,26,Lake Debbieport,North,Headphones,9,1932.44,17391.96,3.99,2026-01-11
CUSTX001,Alexandra Valdez,Male,-5,North Elizabeth,North,Laptop,2,1200,2400,10.0,2001-09-02
CUSTX002,Jared Shaw,Female,200,Hannahport,South,Tablet,-3,500,-1500,5.0,1995-01-05
CUSTX003,Colleen Anderson,Other,30,South Julie,West,Camera,1,abc,1000,110.0,2011-03-22
CUSTX004,Michael Durham,Female,Unknown,Port John,East,Mobile,4,800,NaN,-15.0,2021-05-12
CUSTX005,Rachel Fox,Male,45,Christianshire,North,Smartwatch,9999,0,0,50.0,1977-08-20
